code,name,source,category,section,page_pdf,air_g,energy_kcal,protein_g,fat_g,carb_g,fiber_g,ash_g,calcium_mg,phosphorus_mg,iron_mg,sodium_mg,potassium_mg,copper_mg,zinc_mg,retinol_mcg,beta_carotene_mcg,carotene_total_mcg,thiamin_mg,riboflavin_mg,niacin_mg,vitamin_c_mg,bdd_percent
DP034,Dried coconut curry (gulai pliek),KZGMI-2001,4.4. SAYURAN DAN HASIL OLAHANNYA,composite,47,71.9,176,7.3,14.9,3.2,,2.7,39.0,54.0,1.4,257.0,285.0,0.3,0.6,,,,,,,,100.0
DP035,Kadada katembe vegetable dish,KZGMI-2001,4.4. SAYURAN DAN HASIL OLAHANNYA,composite,47,80.0,110,4.5,6.9,7.1,3.9,1.5,26.0,77.0,0.0,178.0,131.0,0.2,0.7,,46.0,,0.1,,3.7,23.0,100.0
DP036,Kaparende vegetable dish,KZGMI-2001,4.4. SAYURAN DAN HASIL OLAHANNYA,composite,47,91.7,38,2.4,2.0,2.6,1.5,1.3,126.0,68.0,0.0,170.0,43.0,0.0,0.3,,40.0,,0.1,,3.7,22.0,100.0
DP037,Raw vegetable salad in peanut sauce (karedok),KZGPI-1990,4.4. SAYURAN DAN HASIL OLAHANNYA,composite,47,79.0,92,2.2,3.3,14.1,1.4,1.4,174.0,85.0,2.4,,,,,0.0,,1.0,0.08,,,3.0,100.0
DP038,Spinach chips,KZGPI-1990,4.4. SAYURAN DAN HASIL OLAHANNYA,composite,47,2.3,586,4.9,40.6,50.2,0.5,1.9,236.0,117.0,3.6,,,,,0.0,,4544.0,0.16,,,0.0,100.0
DP039,Kotiu hinela tawang nggole vegetable dish,KZGMI-2001,4.4. SAYURAN DAN HASIL OLAHANNYA,composite,47,88.4,46,2.2,1.5,6.0,3.8,1.9,64.0,44.0,0.0,316.0,103.0,1.6,0.8,,75.0,,0.3,,9.7,7.0,100.0
DP040,Fermented bamboo shoot (lema),KZGMI-2001,4.4. SAYURAN DAN HASIL OLAHANNYA,composite,47,96.3,15,1.0,0.4,1.9,,0.4,17.0,230.0,2.9,3.0,156.0,0.1,0.7,,,,0.3,0.0,,,100.0
DP041,Gedi-wrapped wax cake (lilin bungkus gedi),KZGMI-2001,4.4. SAYURAN DAN HASIL OLAHANNYA,composite,47,84.8,79,2.3,5.2,5.8,2.5,1.9,170.0,70.0,0.9,170.0,50.0,0.2,0.8,,,,0.2,0.1,0.0,18.0,100.0
DP042,Spiced mixed vegetable dish (olah-olah),KZGMI-2001,4.4. SAYURAN DAN HASIL OLAHANNYA,composite,47,83.9,9,2.1,6.0,7.1,4.4,0.9,26.0,3.0,1.2,289.0,266.0,0.3,0.6,,36.0,,0.2,0.1,0.4,,100.0
DP043,Paku hinela wulelenggapaya dish,KZGMI-2001,4.4. SAYURAN DAN HASIL OLAHANNYA,composite,47,83.4,77,3.5,4.6,5.4,3.6,3.1,63.0,85.0,0.0,469.0,37.0,0.3,0.7,,55.0,,0.8,0.1,0.2,4.0,100.0
DP044,Spiced water spinach salad (pelecing kangkung),KZGMI-2001,4.4. SAYURAN DAN HASIL OLAHANNYA,composite,47,83.8,75,2.5,2.8,10.0,5.4,0.9,36.0,3.0,2.1,408.0,381.0,0.1,0.4,,870.0,,0.7,,0.2,12.0,100.0
DP045,Purundawa cassava leaf dish,KZGMI-2001,4.4. SAYURAN DAN HASIL OLAHANNYA,composite,47,91.8,25,1.5,0.5,3.6,1.7,2.6,147.0,39.0,0.0,239.0,201.0,0.1,0.6,,55.0,,0.1,0.1,11.6,2.0,100.0
DP046,Cow muzzle mixed salad (rujak cingur),KZGPI-1990,4.4. SAYURAN DAN HASIL OLAHANNYA,composite,47,70.1,153,11.3,8.4,8.0,1.4,1.4,256.0,143.0,4.4,,,,,18.0,,2880.0,0.16,,,2.0,100.0
DP047,Sour tamarind vegetable soup (sayur asem),KZGPI-1990,4.4. SAYURAN DAN HASIL OLAHANNYA,composite,47,93.2,29,0.7,0.6,5.0,0.6,0.8,40.0,61.0,3.1,,,,,14.0,,2075.0,0.1,,,0.0,100.0
DP048,Papaya flower vegetable soup,KZGMI-2001,4.4. SAYURAN DAN HASIL OLAHANNYA,composite,47,83.4,49,1.7,0.3,9.8,2.7,2.1,220.0,220.0,1.3,90.0,350.0,0.1,0.1,,372.0,,,0.1,0.0,0.0,100.0
DP049,Garu vegetable dish,KZGMI-2001,4.4. SAYURAN DAN HASIL OLAHANNYA,composite,47,70.8,178,2.6,13.9,10.6,8.4,2.1,30.0,130.0,0.9,20.0,120.0,0.1,0.3,,,,0.2,0.1,,9.0,100.0
DP050,Kohu-kohu fresh vegetable dish,KZGMI-2001,4.4. SAYURAN DAN HASIL OLAHANNYA,composite,48,72.8,133,7.3,6.6,11.2,1.2,2.1,40.0,120.0,0.2,20.0,50.0,0.1,0.3,,944.0,,0.2,0.2,,9.0,100.0
DP051,Wax sugarcane vegetable dish (sayur lilin),KZGMI-2001,4.4. SAYURAN DAN HASIL OLAHANNYA,composite,48,90.4,36,2.7,0.7,4.8,1.4,1.4,10.0,90.0,0.1,30.0,44.0,0.2,1.0,,,,0.3,0.2,,18.0,100.0
DP052,Ndusuk vegetable soup,KZGMI-2001,4.4. SAYURAN DAN HASIL OLAHANNYA,composite,48,87.5,49,3.1,2.5,3.6,,3.1,11.0,6.0,0.5,1011.0,88.0,,0.2,,,,0.2,0.1,,15.0,100.0
DP053,Vegetable soup (sayur sop),KZGPI-1990,4.4. SAYURAN DAN HASIL OLAHANNYA,composite,48,92.7,27,1.3,2.0,1.0,0.3,2.7,168.0,57.0,1.8,,,,,20.0,,2569.0,0.1,,,0.0,100.0
DP054,Palm heart vegetable dish,KZGMI-2001,4.4. SAYURAN DAN HASIL OLAHANNYA,composite,48,85.5,67,5.2,2.9,5.1,1.4,1.3,48.0,81.0,3.2,313.0,108.0,0.2,1.1,,21.0,,0.2,,,5.0,100.0
DP055,Rattan heart vegetable dish,KZGMI-2001,4.4. SAYURAN DAN HASIL OLAHANNYA,composite,48,87.6,57,5.4,2.6,3.1,1.6,1.3,184.0,135.0,1.2,256.0,81.0,0.2,0.9,,18.0,0.0,0.2,,,6.0,100.0
DP056,Shabu-shabu hot pot,KZGMS-1993,4.4. SAYURAN DAN HASIL OLAHANNYA,composite,48,87.1,88,3.2,8.0,0.8,0.9,0.9,217.0,48.0,2.9,514.0,,,,82.0,,2000.0,0.2,,,0.0,100.0
DP057,Braised jengkol bean in soy sauce (semur jengkol),KZGMS-1993,4.4. SAYURAN DAN HASIL OLAHANNYA,composite,48,52.7,212,6.0,10.0,29.1,,2.2,77.0,99.0,1.0,,,,,,,81.0,0.14,,,4.0,100.0
DP058,Tinira ninahu nggaluku dish,KZGMI-2001,4.4. SAYURAN DAN HASIL OLAHANNYA,composite,48,91.8,33,1.2,1.3,4.1,3.1,1.5,35.0,35.0,0.0,161.0,119.0,0.2,0.7,,6.0,0.0,0.3,0.0,3.5,10.0,100.0
DP059,Stir-fried spinach in coconut milk,KZGPI-1990,4.4. SAYURAN DAN HASIL OLAHANNYA,composite,48,91.2,48,1.4,4.2,2.6,0.5,0.6,129.0,27.0,0.8,,,,,0.0,,2988.0,0.01,,,22.0,100.0
DP060,Pumpkin in coconut milk (waluh balamak),KZGMI-2001,4.4. SAYURAN DAN HASIL OLAHANNYA,composite,48,89.4,45,0.8,0.9,8.1,7.9,1.0,25.0,25.0,0.5,61.0,15.0,,0.2,,1241.0,0.0,0.2,0.0,0.1,2.0,100.0
DP061,Woku spiced sweet potato dish,KZGMI-2001 PANGAN,4.4. SAYURAN DAN HASIL OLAHANNYA,composite,48,73.0,143,3.1,7.8,15.0,7.0,1.1,195.0,91.0,2.8,353.0,256.0,0.3,1.0,,1519.0,0.0,0.1,,,15.0,100.0
ER001,"Avocado, fresh",DABM-1964,4.5. BUAH DAN HASIL OLAHANNYA,single,49,84.0,85,0.9,6.5,7.7,,0.6,10.0,20.0,0.9,2.0,278.0,0.2,0.4,,189.0,180.0,0.05,0.08,1.0,13.0,61.0
ER002,"Wild grape, fresh",KZGPI-1990,4.5. BUAH DAN HASIL OLAHANNYA,single,49,92.0,30,0.5,0.2,6.8,1.2,0.2,39.0,12.0,1.1,,,,,0.0,,1.0,0.01,,,3.0,100.0
ER003,"Malang apple, fresh",KZGPI-1990,4.5. BUAH DAN HASIL OLAHANNYA,single,49,86.0,57,0.5,0.4,12.8,0.8,0.3,9.0,18.0,0.6,4.0,175.4,110.16,0.0,,26.0,2240.0,0.05,0.03,0.1,5.0,88.0
ER004,"Apple, fresh",DABM-1964,4.5. BUAH DAN HASIL OLAHANNYA,single,49,84.0,58,0.3,0.4,14.9,2.6,0.3,6.0,10.0,0.3,2.0,130.0,124.2,0.3,,30.0,90.0,0.04,0.03,0.1,5.0,88.0
ER005,"Strawberry, fresh",DABM-1964,4.5. BUAH DAN HASIL OLAHANNYA,single,49,90.0,37,0.8,0.5,8.3,,0.5,28.0,27.0,0.8,2.0,43.0,63.52,18.9,,2.0,60.0,0.03,0.0,0.1,60.0,96.0
ER006,"Star fruit (carambola), fresh",DABM-1964,4.5. BUAH DAN HASIL OLAHANNYA,single,49,90.0,36,0.4,0.4,8.8,3.2,0.4,4.0,12.0,1.1,4.0,130.0,,0.1,,29.0,170.0,0.03,,,35.0,86.0
ER007,"Loquat (biwah), fresh",KZGPI-1990,4.5. BUAH DAN HASIL OLAHANNYA,single,49,87.0,51,0.3,0.1,12.1,0.7,0.5,220.0,14.0,0.8,1.0,258.6,0.04,0.0,0.0,,12256.0,0.1,0.02,0.0,4.0,66.0
ER008,"Atung fruit, fresh",DABM-1964,4.5. BUAH DAN HASIL OLAHANNYA,single,49,92.0,23,0.8,0.2,5.2,,1.8,30.0,50.0,4.6,,,,,,,0.0,0.29,,,38.0,80.0
ER009,"Kelenting fruit, fresh",KZGMI-2001,4.5. BUAH DAN HASIL OLAHANNYA,single,49,74.0,110,1.4,2.1,21.4,,1.2,8.0,102.0,1.1,2.0,0.0,0.3,0.9,,,,0.2,0.1,,6.0,77.0
ER010,"Kom fruit, fresh",KZGPI-1990,4.5. BUAH DAN HASIL OLAHANNYA,single,49,34.0,264,4.0,1.1,59.6,9.0,1.7,306.0,92.0,0.8,,,,,0.0,,400.0,0.11,,0.0,9.0,100.0
ER011,"Velvet apple (bisbul), fresh",DABM-1964,4.5. BUAH DAN HASIL OLAHANNYA,single,49,89.0,39,0.7,0.2,9.7,2.0,0.4,43.0,17.0,0.8,1.0,90.0,0.06,0.1,,141.0,55.0,0.02,0.01,0.1,33.0,50.0
ER012,"Red dragon fruit, fresh",BKP,4.5. BUAH DAN HASIL OLAHANNYA,single,49,86.0,71,1.7,3.1,9.1,3.2,0.4,13.0,14.0,0.4,10.0,128.0,0.0,0.4,,0.0,0.0,0.5,0.3,0.5,1.0,66.5
ER013,"White dragon fruit, fresh",BKP,4.5. BUAH DAN HASIL OLAHANNYA,single,49,87.0,56,0.8,1.0,10.9,3.2,0.6,13.0,27.0,0.5,7.0,231.0,0.0,0.4,,0.0,0.0,0.02,0.5,0.9,1.0,73.6
ER014,"Negri fruit, fresh",KZGMI-2001,4.5. BUAH DAN HASIL OLAHANNYA,single,49,86.0,55,1.2,0.1,12.2,5.2,0.8,30.0,40.0,0.2,10.0,0.0,0.1,0.3,,460.0,,0.33,0.03,0.1,9.0,48.0
ER015,"Custard apple (sugar apple), fresh",DABM-1964,4.5. BUAH DAN HASIL OLAHANNYA,single,49,72.0,101,1.7,0.6,25.2,2.8,1.0,27.0,20.0,0.8,5.0,312.5,325.7,0.1,,49.0,,0.08,0.16,0.9,22.0,58.0
ER016,"Rattan fruit, fresh",KZGMI-2001,4.5. BUAH DAN HASIL OLAHANNYA,single,49,79.0,78,0.6,0.3,18.2,,1.5,1.0,7.0,3.4,7.0,495.0,0.3,0.7,,,,0.12,0.0,,5.0,
ER017,"Rukam fruit (Flacourtia), fresh",KZGMI-2001,4.5. BUAH DAN HASIL OLAHANNYA,single,49,71.0,113,0.8,0.3,26.8,7.7,0.8,108.0,52.0,1.2,2.0,219.0,0.3,0.9,,17.0,,0.06,0.01,,20.0,100.0
ER018,"Ruruhi fruit, fresh",KZGMI-2001,4.5. BUAH DAN HASIL OLAHANNYA,single,49,93.0,29,2.1,0.7,3.6,2.6,0.3,6.0,7.0,0.0,36.0,45.0,0.0,0.1,,7.0,,0.06,0.01,,10.0,82.0
ER019,"Tuppa fruit, fresh",KZGMI-2001,4.5. BUAH DAN HASIL OLAHANNYA,single,49,83.0,67,0.4,0.2,15.9,,1.0,12.0,139.0,0.5,2.0,0.0,0.2,0.5,,,,0.04,0.01,,5.0,
ER020,"Carica papaya (mountain papaya), fresh",KZGPI-1990,4.5. BUAH DAN HASIL OLAHANNYA,single,49,93.0,24,1.9,0.2,3.7,1.0,0.9,51.0,33.0,1.8,,,,,0.0,0.0,1000.0,0.32,0.07,0.0,85.0,60.0
ER021,"Cempedak fruit, fresh",DABM-1964,4.5. BUAH DAN HASIL OLAHANNYA,single,49,67.0,116,3.0,0.4,28.6,3.4,1.0,20.0,30.0,1.5,25.0,243.7,,,,79.0,200.0,0.0,,0.5,15.0,30.0
ER023,"Durian, fresh",DABM-1964,4.5. BUAH DAN HASIL OLAHANNYA,single,50,65.0,149,2.5,3.0,21.5,3.5,8.0,7.0,44.0,1.3,1.0,601.0,0.12,0.3,,146.0,175.0,0.1,0.19,136.5,53.0,22.0
ER024,"Java plum (duwet), fresh",KZGPI-1990,4.5. BUAH DAN HASIL OLAHANNYA,single,50,80.0,80,0.5,0.6,18.2,0.9,0.5,33.0,138.0,1.3,16.0,92.7,191.28,0.3,0.0,329.0,0.0,0.02,0.01,2.5,130.0,67.0
ER025,"Wild mango (embacang), fresh",DABM-1964,4.5. BUAH DAN HASIL OLAHANNYA,single,50,73.0,98,1.4,0.2,25.4,1.9,0.5,21.0,15.0,0.5,3.0,250.9,0.13,0.1,,2533.0,1218.0,0.03,0.09,0.7,56.0,65.0
ER026,"Sour encung fruit, fresh",KZGPI-1990,4.5. BUAH DAN HASIL OLAHANNYA,single,50,73.0,122,3.5,4.5,17.5,9.3,1.5,63.0,69.0,3.2,,,,,0.0,,2357.0,0.02,,,0.0,98.0
ER027,"Erbis fruit, fresh",DABM-1964,4.5. BUAH DAN HASIL OLAHANNYA,single,50,80.0,70,0.6,0.0,18.9,7.7,0.5,11.0,50.0,1.1,21.0,257.1,0.06,0.1,,549.0,10.0,0.0,0.1,1.1,16.0,33.0
ER028,Ripe gandaria fruit,DABM-1964,4.5. BUAH DAN HASIL OLAHANNYA,single,50,81.0,68,0.7,0.1,18.0,2.2,0.4,9.0,20.0,1.0,3.0,129.0,,,,329.0,1020.0,0.03,0.07,0.7,111.0,70.0
ER029,"Gatep fruit, fresh",KZGPI-1990,4.5. BUAH DAN HASIL OLAHANNYA,single,50,53.0,191,4.5,1.5,39.7,13.4,1.6,186.0,69.0,3.2,17.0,403.3,0.69,1.3,,51.0,,0.05,0.2,1.8,,100.0
ER030,"Water apple (rose apple), fresh",DABM-1964,4.5. BUAH DAN HASIL OLAHANNYA,single,50,87.0,46,0.6,0.2,11.8,2.1,0.8,8.0,9.0,1.1,11.0,321.2,,0.1,,92.0,,0.02,0.38,4.6,5.0,90.0
ER031,Guava,DABM-1964,4.5. BUAH DAN HASIL OLAHANNYA,single,50,86.0,64,0.9,0.3,12.2,2.4,0.6,14.0,28.0,1.1,10.0,52.8,0.02,0.3,,27.0,25.0,0.02,0.03,0.8,87.0,82.0
ER032,White seedless guava,KZGPI-1990,4.5. BUAH DAN HASIL OLAHANNYA,single,50,83.0,61,0.9,0.3,15.4,4.5,0.6,31.0,41.0,0.2,20.0,103.0,0.04,0.5,,53.0,18.0,1.02,0.06,1.3,116.0,82.0
ER033,"Malay apple, fresh",KZGMI-2001,4.5. BUAH DAN HASIL OLAHANNYA,single,50,87.0,49,2.3,0.2,9.6,3.5,0.8,8.0,8.0,0.3,1.0,14.0,0.0,0.0,,92.0,,0.13,0.01,0.5,22.0,67.0
ER034,"Cashew apple, fresh",DABM-1964,4.5. BUAH DAN HASIL OLAHANNYA,single,50,83.0,49,0.7,0.6,15.8,1.2,0.3,4.0,13.0,0.5,12.0,107.8,,,,1604.0,25.0,0.02,0.0,2.0,197.0,90.0
ER035,"Pomelo, fresh",DABM-1964,4.5. BUAH DAN HASIL OLAHANNYA,single,50,86.0,48,0.6,0.2,12.4,0.8,0.5,23.0,27.0,0.5,21.0,366.1,171.25,0.1,,33.0,20.0,0.04,0.0,0.4,43.0,62.0
ER036,"Banjar orange, fresh",KZGMI-2001,4.5. BUAH DAN HASIL OLAHANNYA,single,50,85.0,61,0.8,0.2,14.1,5.4,0.4,9.0,13.0,0.2,3.0,79.0,0.1,0.1,,9.0,,0.12,0.03,0.3,31.0,72.0
ER037,Garut mandarin orange,DABM-1964,4.5. BUAH DAN HASIL OLAHANNYA,single,50,87.0,44,0.8,0.3,10.9,1.6,0.7,33.0,23.0,0.4,5.0,518.1,169.3,0.2,,0.0,420.0,0.07,0.03,0.2,31.0,71.0
ER038,"Calamansi lime, fresh",BKP,4.5. BUAH DAN HASIL OLAHANNYA,single,50,90.0,39,0.3,0.3,8.9,2.3,0.4,42.0,85.0,0.5,3.0,82.0,0.3,0.1,,1.0,0.0,0.02,0.1,0.0,30.0,100.0
ER039,"Sweet orange, fresh",DABM-1964,4.5. BUAH DAN HASIL OLAHANNYA,single,50,87.0,45,0.9,0.2,11.2,1.4,0.5,33.0,23.0,0.4,4.0,472.1,160.0,0.2,,0.0,190.0,0.08,0.03,0.2,49.0,72.0
ER040,"Lime, fresh",KZGPI-1990,4.5. BUAH DAN HASIL OLAHANNYA,single,50,89.0,44,0.5,0.2,10.0,0.4,0.4,18.0,22.0,0.2,3.0,108.9,0.06,0.1,,23.0,4.0,0.01,0.03,0.2,20.0,76.0
ER041,"Ragi lime, fresh",KZGPI-1990,4.5. BUAH DAN HASIL OLAHANNYA,single,50,88.0,49,0.7,0.2,11.1,0.5,0.4,36.0,67.0,0.7,4.0,457.3,155.0,0.2,,0.0,68.0,0.03,0.03,0.2,30.0,59.0
ER042,"Bael fruit (kawista), fresh",KZGPI-1990,4.5. BUAH DAN HASIL OLAHANNYA,single,50,72.0,120,3.5,2.5,20.8,4.6,1.4,190.0,230.0,1.6,9.0,1015.6,308.43,0.4,,99.0,,0.07,0.07,0.4,3.0,72.0
ER043,"Ripe ambarella, fresh",DABM-1964 PANGAN,4.5. BUAH DAN HASIL OLAHANNYA,single,50,88.0,46,1.0,0.1,10.3,2.6,0.6,15.0,22.0,2.8,2.0,216.2,0.03,0.1,,164.0,233.0,0.08,0.23,0.3,30.0,58.0
ER045,"Wild coconut, dried",KZGMI-2001,4.5. BUAH DAN HASIL OLAHANNYA,single,51,6.0,623,2.0,52.1,36.5,15.3,3.4,120.0,280.0,3.8,100.0,460.0,1.7,1.9,,,,,,0.2,,
ER046,"Young coconut flesh, fresh",DABM-1964,4.5. BUAH DAN HASIL OLAHANNYA,single,51,83.0,68,1.0,0.9,14.0,0.0,0.8,7.0,30.0,1.0,18.0,564.6,0.14,0.3,0.0,0.0,,0.06,0.02,0.6,4.0,53.0
ER047,"Kemang fruit (wild mango relative), fresh",DABM-1964,4.5. BUAH DAN HASIL OLAHANNYA,single,51,87.0,48,1.0,0.2,11.9,1.7,0.4,10.0,24.0,0.1,2.0,88.6,0.04,0.1,,318.0,6.0,0.08,0.01,0.3,58.0,65.0
ER048,"Persimmon, fresh",DABM-1964,4.5. BUAH DAN HASIL OLAHANNYA,single,51,78.0,78,0.8,0.4,20.0,0.6,0.6,6.0,26.0,0.3,0.0,34.5,0.13,0.1,,109.0,2710.0,0.05,0.0,0.1,11.0,97.0
ER049,"Kokosan fruit (Lansium), fresh",DABM-1964,4.5. BUAH DAN HASIL OLAHANNYA,single,51,85.0,86,1.6,0.2,13.0,1.4,0.2,22.0,38.0,1.3,2.0,118.3,0.08,0.2,,0.0,20.0,0.04,0.04,1.5,3.0,64.0
ER050,"Kranji fruit, fresh",KZGPI-1990,4.5. BUAH DAN HASIL OLAHANNYA,single,51,20.0,315,2.1,1.4,73.5,3.6,2.9,160.0,120.0,3.7,,,,,,,,0.02,,,,31.0
ER051,"Langsat fruit, fresh",DABM-1964,4.5. BUAH DAN HASIL OLAHANNYA,single,51,84.0,56,0.9,0.2,14.3,1.4,0.5,17.0,24.0,1.1,1.0,232.0,0.09,0.2,,,0.0,0.07,0.0,0.8,9.0,64.0
ER052,"Lemon, fresh",KZGMI-2001,4.5. BUAH DAN HASIL OLAHANNYA,single,51,92.0,34,0.5,0.8,6.2,0.1,0.3,23.0,20.0,0.3,31.0,140.0,0.1,0.2,,0.0,,0.09,0.12,0.3,50.0,100.0
ER053,"Lontar palm fruit, fresh",KZGPI-1990,4.5. BUAH DAN HASIL OLAHANNYA,single,51,93.0,27,0.4,0.2,6.0,1.6,0.4,91.0,243.0,0.5,,,,,,,,0.03,,,,79.0
ER054,"Mango, fresh",KZGMI-2001,4.5. BUAH DAN HASIL OLAHANNYA,single,51,87.0,52,0.7,0.0,12.3,1.6,0.2,20.0,16.0,1.0,3.0,140.0,0.33,0.0,,316.0,,0.03,0.01,0.3,12.0,65.0
ER055,"Bengal mango, fresh",KZGMI-2001,4.5. BUAH DAN HASIL OLAHANNYA,single,51,84.0,63,2.4,0.4,12.4,5.8,0.4,9.0,13.0,0.2,3.0,79.0,0.1,0.1,,10.0,,0.18,0.01,0.4,43.0,65.0
ER056,"Gedung mango, fresh",DABM-1964,4.5. BUAH DAN HASIL OLAHANNYA,single,51,87.0,44,0.7,0.2,11.2,1.6,0.5,13.0,10.0,0.2,2.0,83.6,0.04,0.1,,113.0,16400.0,0.08,0.01,0.3,30.0,65.0
ER057,"Golek mango, fresh",DABM-1964,4.5. BUAH DAN HASIL OLAHANNYA,single,51,82.0,63,0.5,0.2,16.7,2.3,0.4,14.0,10.0,0.7,3.0,118.1,0.05,0.1,,160.0,3715.0,0.08,0.02,0.4,65.0,65.0
ER058,"Harumanis mango, fresh",DABM-1964,4.5. BUAH DAN HASIL OLAHANNYA,single,51,87.0,46,0.4,0.2,11.9,1.7,0.8,15.0,9.0,0.2,2.0,88.9,0.04,0.1,,120.0,1200.0,0.08,0.01,0.3,6.0,65.0
ER059,"Indramayu mango, fresh",DABM-1964,4.5. BUAH DAN HASIL OLAHANNYA,single,51,80.0,72,0.8,0.2,18.7,2.5,0.1,13.0,10.0,1.9,3.0,131.4,0.06,0.1,,178.0,2900.0,0.06,0.02,0.5,16.0,65.0
ER060,"Kopek mango, fresh",DABM-1964,4.5. BUAH DAN HASIL OLAHANNYA,single,51,85.0,56,0.4,0.2,14.6,2.0,0.3,16.0,10.0,1.7,2.0,102.9,0.04,0.1,,139.0,6520.0,0.03,0.01,0.4,27.0,65.0
ER061,"Kwini mango, fresh",KZGMI-2001,4.5. BUAH DAN HASIL OLAHANNYA,single,51,79.0,86,0.7,0.5,19.8,6.5,0.4,11.0,11.0,0.2,1.0,16.0,0.1,0.1,,932.0,,0.15,0.02,0.5,18.0,65.0
ER062,"Manalagi mango, fresh",KZGMI-2001,4.5. BUAH DAN HASIL OLAHANNYA,single,51,67.0,133,1.0,0.1,32.1,11.8,0.3,20.0,23.0,1.0,70.0,161.0,0.0,0.0,0.0,4.0,,0.07,0.0,0.6,61.0,65.0
ER063,"Young (unripe) mango, fresh",DABM-1964,4.5. BUAH DAN HASIL OLAHANNYA,single,51,84.0,59,0.5,0.4,15.1,,0.3,12.0,11.0,0.4,2.0,108.2,0.05,0.1,,146.0,85.0,0.06,0.02,0.4,2.0,73.0
ER065,"Passion fruit, fresh",KZGPI-1990,4.5. BUAH DAN HASIL OLAHANNYA,single,52,65.0,144,3.5,1.2,29.8,11.4,0.8,27.0,203.0,1.4,37.0,453.8,0.11,0.1,0.0,969.0,691.0,0.02,0.17,2.0,10.0,48.0
ER066,"Matoa fruit (Pometia), fresh",KZGMI-2001,4.5. BUAH DAN HASIL OLAHANNYA,single,52,77.0,90,1.2,0.1,21.1,0.5,1.1,20.0,40.0,0.6,10.0,190.0,0.3,0.6,,2.0,,0.18,0.09,0.5,54.0,40.0
ER067,"Melon, fresh",BKP,4.5. BUAH DAN HASIL OLAHANNYA,single,52,91.0,37,0.6,0.4,7.8,1.0,0.5,12.0,14.0,0.4,27.0,167.0,0.3,0.1,,1.0,0.0,0.02,0.1,0.0,0.0,58.1
ER068,"Menteng fruit (Baccaurea), fresh",DABM-1964,4.5. BUAH DAN HASIL OLAHANNYA,single,52,79.0,65,1.7,0.3,16.1,,2.9,13.0,20.0,0.8,,,,,,,0.0,0.0,,,,64.0
ER069,"Palembang pineapple, fresh",KZGMI-2001,4.5. BUAH DAN HASIL OLAHANNYA,single,52,86.0,58,0.7,0.2,13.3,1.6,0.3,29.0,15.0,0.6,7.0,117.0,0.03,0.1,,17.0,,0.26,0.03,0.2,11.0,53.0
ER070,"Pineapple, fresh",KZGPI-1990,4.5. BUAH DAN HASIL OLAHANNYA,single,52,89.0,40,0.6,0.3,9.9,0.6,0.3,22.0,14.0,0.9,18.0,111.0,0.03,0.1,0.0,17.0,90.0,0.02,0.04,0.2,22.0,53.0
ER071,"Tree-ripened jackfruit, fresh",DABM-1964,4.5. BUAH DAN HASIL OLAHANNYA,single,52,70.0,106,1.2,0.3,27.6,3.7,2.7,20.0,19.0,0.9,2.0,407.0,246.58,1.4,,149.0,330.0,0.07,0.1,1.0,7.0,28.0
ER072,"Nutmeg fruit flesh, fresh",DABM-1964,4.5. BUAH DAN HASIL OLAHANNYA,single,52,88.0,42,0.3,0.2,10.9,0.5,0.5,32.0,24.0,1.5,,,,,,,29.0,,,,22.0,30.0
ER073,"Papaya, fresh",DABM-1964,4.5. BUAH DAN HASIL OLAHANNYA,single,52,87.0,46,0.5,0.1,12.2,1.6,0.6,23.0,12.0,1.7,4.0,221.0,0.02,0.3,,1038.0,365.0,0.04,0.06,0.4,78.0,75.0
ER074,"Ambon banana, fresh",KZGMI-2001,4.5. BUAH DAN HASIL OLAHANNYA,single,52,73.0,108,1.0,0.8,24.3,1.9,1.0,20.0,30.0,0.2,10.0,356.3,0.2,0.2,,37.0,,0.05,0.11,0.1,9.0,75.0
ER075,"Angleng banana (ampyang), fresh",DABM-1964,4.5. BUAH DAN HASIL OLAHANNYA,single,52,80.0,68,1.3,0.2,17.2,0.8,1.0,10.0,26.0,0.6,23.0,215.7,0.04,0.0,,9.0,76.0,0.08,0.05,2.5,6.0,75.0
ER076,"Ayam banana, fresh",KZGMI-2001,4.5. BUAH DAN HASIL OLAHANNYA,single,52,71.0,120,1.1,0.2,26.8,4.1,0.7,20.0,61.0,0.4,6.0,392.0,0.1,0.3,,24.0,,0.1,0.02,1.0,26.0,75.0
ER077,"Gapi banana, fresh",KZGMI-2001,4.5. BUAH DAN HASIL OLAHANNYA,single,52,66.0,131,1.6,0.1,31.1,11.7,1.0,58.0,40.0,0.3,6.0,392.0,0.13,0.3,,13.0,,0.18,0.02,0.3,13.0,75.0
ER078,"Goroho banana, fresh",KZGMI-2001,4.5. BUAH DAN HASIL OLAHANNYA,single,52,69.0,119,1.5,0.2,27.9,4.6,1.0,2.0,30.0,0.2,36.0,359.0,0.13,0.3,,11.0,,0.15,0.02,1.1,10.0,75.0
ER079,"Green banana, fresh",KZGPI-1990,4.5. BUAH DAN HASIL OLAHANNYA,single,52,69.0,121,1.0,0.1,28.9,0.4,1.1,9.0,37.0,0.9,31.0,529.4,0.28,0.6,,48.0,1000.0,0.13,0.06,0.0,13.0,72.0
